low,high,open,close,volume,year,days,month_sin,month_cos,day_sin,day_cos,weekday_sin,weekday_cos
-0.051318763658876096,-0.051318763658876096,-0.051318763658876096,-0.051318763658876096,-1.826783918829099,0.6666666666666666,0.6676691054356121,-1.0,-1.8369701987210297e-16,-0.9987165071710528,-0.05064916883871355,-0.433883739117558,-0.9009688679024191
-0.048532317758514715,-0.048532317758514715,-0.048532317758514715,-0.048532317758514715,-0.18440578485182366,0.6666666666666666,0.6677139907536246,-1.0,-1.8369701987210297e-16,-0.9884683243281114,0.15142777750457667,-0.9749279121818236,-0.2225209339563146
-0.051008383578534204,0.0,-0.051008383578534204,-0.011089941261887578,3.506305656378835,0.6666666666666666,0.667848646707662,-1.0,-1.8369701987210297e-16,-0.7247927872291207,0.6889669190756859,0.7818314824680298,0.6234898018587336
0.045445180115588714,0.03261515993808631,0.045445180115588714,0.027530483920024107,-0.3924222264206996,0.6666666666666666,0.6678935320256745,-1.0,-1.8369701987210297e-16,-0.5712682150947924,0.8207634412072763,0.9749279121818236,-0.22252093395631434
-0.022430084644406975,-0.01617461727994988,0.022003746121082034,-0.04443383076548904,-1.500220288495396,0.6666666666666666,0.667938417343687,-1.0,-1.8369701987210297e-16,-0.3943558551133187,0.9189578116202306,0.43388373911755823,-0.900968867902419
-0.023015095471181676,-0.027530483920024117,-0.05015541946213328,-0.005721588696644201,0.07236755579693832,0.6666666666666666,0.6679833026616994,-1.0,-1.8369701987210297e-16,-0.20129852008866114,0.9795299412524943,-0.433883739117558,-0.9009688679024191
-0.029480026417803916,-0.028309920348455354,-0.005684984806346229,-0.04677353319234149,0.7928286173073125,0.6666666666666666,0.6680281879797119,-0.866025403784439,0.49999999999999933,0.20129852008866006,0.9795299412524945,-0.9749279121818236,-0.2225209339563146
-0.04906910773588583,-0.06535927084804152,-0.06535927084804152,-0.04906910773588583,-0.023423565876589256,0.6666666666666666,0.6681628439337494,-0.866025403784439,0.49999999999999933,0.72479278722912,0.6889669190756866,0.7818314824680298,0.6234898018587336
-0.04505371582347098,-0.03750912301861726,-0.0698521010973106,-0.012710737744777652,-0.04147000585942141,0.6666666666666666,0.6682077292517618,-0.866025403784439,0.49999999999999933,0.8486442574947509,0.5289640103269624,0.9749279121818236,-0.22252093395631434
0.0,0.018930417989269584,0.019546650070511585,0.006375564093191507,-0.047037747978841735,0.6666666666666666,0.6682526145697743,-0.866025403784439,0.49999999999999933,0.9377521321470804,0.3473052528448203,0.43388373911755823,-0.900968867902419
-0.006628093740083481,-0.012554853896078062,0.019171892101373194,-0.04534663591196839,-0.07625078074304284,0.6666666666666666,0.6682974998877868,-0.866025403784439,0.49999999999999933,0.9884683243281114,0.1514277775045767,-0.433883739117558,-0.9009688679024191
-0.026796017009841945,-0.03213409095044562,-0.06541690578350565,-0.02007026987153735,-1.0150861217409348,0.6666666666666666,0.6683423852057992,-0.866025403784439,0.49999999999999933,0.9987165071710528,-0.05064916883871264,-0.9749279121818236,-0.2225209339563146
-0.027618458948522533,-0.03328281483306001,-0.020481350178431643,-0.034344206086827214,-0.11701858575004367,0.6666666666666666,0.6684770411598366,-0.866025403784439,0.49999999999999933,0.7907757369376989,-0.6121059825476626,0.7818314824680298,0.6234898018587336
-0.042868644728299,-0.034344206086827214,-0.027920595398627273,-0.03556580993219129,0.22712336911227396,0.6666666666666666,0.6685219264778491,-0.866025403784439,0.49999999999999933,0.6513724827222223,-0.758758122692791,0.9749279121818236,-0.22252093395631434
-0.014678020046089018,-0.028315920117287854,-0.036078507907837266,0.0,-0.17312611077688056,0.6666666666666666,0.6685668117958616,-0.866025403784439,0.49999999999999933,0.48530196253108104,-0.8743466161445821,0.43388373911755823,-0.900968867902419
0.021980854842196678,0.021269153257322603,0.0430894805381037,0.0,-0.15555705990947774,0.6666666666666666,0.6686116971138741,-0.866025403784439,0.49999999999999933,0.29936312297335804,-0.9541392564000488,-0.433883739117558,-0.9009688679024191
0.0,-0.014157858004098217,-0.014157858004098217,0.0,-0.08710443054201622,0.6666666666666666,0.6686565824318865,-0.866025403784439,0.49999999999999933,0.10116832198743272,-0.994869323391895,-0.9749279121818236,-0.2225209339563146
-0.021980854842196695,-0.014361185068127823,-0.03634203991032445,-0.014570437465877635,0.06400184029924846,0.6666666666666666,0.668791238385924,-0.866025403784439,0.49999999999999933,-0.4853019625310808,-0.8743466161445822,0.7818314824680298,0.6234898018587336
-0.037712754896934424,0.0,0.0,-0.02988530990692155,0.6244582142569162,0.6666666666666666,0.6688361237039365,-0.866025403784439,0.49999999999999933,-0.6513724827222217,-0.7587581226927913,0.9749279121818236,-0.22252093395631434
-0.03128651759369437,-0.05969360973913111,-0.04546654216752173,-0.04652437996002638,0.232176330153831,0.6666666666666666,0.6688810090219489,-0.866025403784439,0.49999999999999933,-0.7907757369376986,-0.6121059825476627,0.43388373911755823,-0.900968867902419
-0.02409989341991132,0.0,0.007753787270587302,-0.02409989341991132,-0.457232515079993,0.6666666666666666,0.6689258943399614,-0.866025403784439,0.49999999999999933,-0.8978045395707417,-0.44039415155763423,-0.433883739117558,-0.9009688679024191
-0.0330980569390779,-0.03128651759369437,-0.05538641101360573,-0.016362108296312045,0.3943973826157247,0.6666666666666666,0.6689707796579739,-0.866025403784439,0.49999999999999933,-0.9680771188662041,-0.2506525322587213,-0.9749279121818236,-0.2225209339563146
0.06513563847616198,0.007937688117172733,0.03203758153708411,0.04839968983339606,-1.8617888404006055,0.6666666666666666,0.6691054356120113,-0.866025403784439,0.49999999999999933,-0.9377521321470804,0.3473052528448203,0.7818314824680298,0.6234898018587336
0.04616490660836063,0.04616490660836063,0.04616490660836063,0.04616490660836063,-0.07369779987561681,0.6666666666666666,0.6691503209300238,-0.866025403784439,0.49999999999999933,-0.8486442574947509,0.5289640103269624,0.9749279121818236,-0.22252093395631434
0.01489667776509549,0.044127422422195646,0.044127422422195646,0.029574697811184644,2.886719869693642,0.6666666666666666,0.6691952062480363,-0.866025403784439,0.49999999999999933,-0.7247927872291207,0.6889669190756859,0.43388373911755823,-0.900968867902419
-0.022474892530602517,-0.014552724611011092,-0.044127422422195674,-0.03715291257669145,-1.0896434145244063,0.6666666666666666,0.6692400915660488,-0.866025403784439,0.49999999999999933,-0.5712682150947924,0.8207634412072763,-0.433883739117558,-0.9009688679024191
-0.007636082920906873,-0.014678020046089018,0.01489667776509549,0.015009150635753638,-0.22938366158372717,0.6666666666666666,0.6692849768840613,-0.866025403784439,0.49999999999999933,-0.3943558551133187,0.9189578116202306,-0.9749279121818236,-0.2225209339563146
0.0076360829209068766,-0.0074657418948487035,-0.0074657418948487035,-0.007430935870246831,-0.509173719428628,0.6666666666666666,0.6694196328380987,-0.5000000000000012,0.8660254037844379,0.20129852008866006,0.9795299412524945,0.7818314824680298,0.6234898018587336
-0.022991649636919145,-0.007430935870246831,-0.030247013002085717,-0.007578214765506977,0.7927104751264702,0.6666666666666666,0.6694645181561112,-0.5000000000000012,0.8660254037844379,0.39435585511331855,0.9189578116202306,0.9749279121818236,-0.22252093395631434
0.007753787270587302,-0.007578214765506977,0.007601779445424929,-0.015237862366331952,-0.7575504669200774,0.6666666666666666,0.6695094034741237,-0.5000000000000012,0.8660254037844379,0.5712682150947923,0.8207634412072763,0.43388373911755823,-0.900968867902419
0.0,0.0,-0.007601779445424997,0.007601779445424929,0.4001622479836045,0.6666666666666666,0.6695542887921362,-0.5000000000000012,0.8660254037844379,0.72479278722912,0.6889669190756866,-0.433883739117558,-0.9009688679024191
0.007601779445424929,0.015009150635753638,0.022816077131838905,0.022645233556660763,0.05620914829800582,0.6666666666666666,0.6695991741101486,-0.5000000000000012,0.8660254037844379,0.8486442574947509,0.5289640103269624,-0.9749279121818236,-0.2225209339563146
-0.007601779445424997,0.0,0.0074309358702467024,-0.015009150635753756,0.03816735785161519,0.6666666666666666,0.6697338300641861,-0.5000000000000012,0.8660254037844379,0.9987165071710528,-0.05064916883871264,0.7818314824680298,0.6234898018587336
-0.00775378727058719,-0.022645233556660663,-0.03800080027267295,-0.022991649636919145,0.3759493102896594,0.6666666666666666,0.6697787153821986,-0.5000000000000012,0.8660254037844379,0.9680771188662043,-0.2506525322587204,0.9749279121818236,-0.22252093395631434
-0.01559504220593442,-0.007601779445424997,0.007753787270587302,-0.01559504220593442,-1.6510775635865413,0.6666666666666666,0.669823600700211,-0.5000000000000012,0.8660254037844379,0.8978045395707416,-0.4403941515576344,0.43388373911755823,-0.900968867902419
-0.04839968983339613,-0.04725588672221258,-0.04725588672221258,-0.04839968983339613,1.4601827760820987,0.6666666666666666,0.6698684860182235,-0.5000000000000012,0.8660254037844379,0.7907757369376989,-0.6121059825476626,-0.433883739117558,-0.9009688679024191
-0.050861894804894246,-0.04122858123047109,-0.049600248296556376,-0.050861894804894246,0.22579963230778294,0.6666666666666666,0.669913371336236,-0.5000000000000012,0.8660254037844379,0.6513724827222223,-0.758758122692791,-0.9749279121818236,-0.2225209339563146
-0.04452827220152094,0.0,0.008371667066085381,-0.04452827220152094,-0.26119560062232117,0.6666666666666666,0.6700480272902734,-0.5000000000000012,0.8660254037844379,0.10116832198743272,-0.994869323391895,0.7818314824680298,0.6234898018587336
-0.04648859132818906,-0.09696873215672107,-0.11562493496223945,-0.04648859132818906,0.00205364774668005,0.6666666666666666,0.6700929126082859,-0.5000000000000012,0.8660254037844379,-0.10116832198743204,-0.9948693233918952,0.9749279121818236,-0.22252093395631434
-0.028990925721569135,0.0,0.009315073603493219,-0.028990925721569135,-0.15729892626025088,0.6666666666666666,0.6701377979262984,-0.5000000000000012,0.8660254037844379,-0.29936312297335776,-0.9541392564000489,0.43388373911755823,-0.900968867902419
0.03850880045116811,-0.00934112920202517,-0.009315073603493157,0.047823874054661215,0.4507858140644117,0.6666666666666666,0.6701826832443109,-0.5000000000000012,0.8660254037844379,-0.4853019625310808,-0.8743466161445822,-0.433883739117558,-0.9009688679024191
0.0,0.045748779613878986,0.03697071659858996,0.009341129202025135,-0.1660883934483354,0.6666666666666666,0.6702275685623234,-0.5000000000000012,0.8660254037844379,-0.6513724827222217,-0.7587581226927913,-0.9749279121818236,-0.2225209339563146
-0.019127210611442673,-0.03640765041185383,-0.05609792721003275,0.0,-0.6446271441142776,0.6666666666666666,0.6703622245163607,-0.5000000000000012,0.8660254037844379,-0.9680771188662041,-0.2506525322587213,0.7818314824680298,0.6234898018587336
0.05609792721003274,0.036407650411853745,0.05609792721003274,0.027402001743408906,0.33924549456309555,0.6666666666666666,0.6704071098343732,-0.5000000000000012,0.8660254037844379,-0.9987165071710528,-0.05064916883871355,0.9749279121818236,-0.22252093395631434
-0.00905983437005021,0.008818209631672362,0.0,0.0,-0.5109976519790418,0.6666666666666666,0.6704519951523857,-0.5000000000000012,0.8660254037844379,-0.9884683243281114,0.15142777750457667,0.43388373911755823,-0.900968867902419
0.009059834370050198,0.026206064331386652,0.0,0.04402992263150406,1.1194919472086502,0.6666666666666666,0.6704968804703981,-0.5000000000000012,0.8660254037844379,-0.9377521321470804,0.3473052528448203,-0.433883739117558,-0.9009688679024191
0.03575860323432245,0.03393979319171883,0.08705720377355985,0.00861940016268813,-0.3961597903103074,0.6666666666666666,0.6705417657884106,-0.5000000000000012,0.8660254037844379,-0.8486442574947509,0.5289640103269624,-0.9749279121818236,-0.2225209339563146
0.0,0.0,-0.051298600539237474,0.025320393029030632,-0.14547113179619375,0.6666666666666666,0.6706764217424481,-0.5000000000000012,0.8660254037844379,-0.3943558551133187,0.9189578116202306,0.7818314824680298,0.6234898018587336
0.07599367206840474,0.0487949649490786,0.10009356548831619,0.040793765469737425,0.3362193804950008,0.6666666666666666,0.6707213070604605,-0.5000000000000012,0.8660254037844379,-0.20129852008866114,0.9795299412524943,0.9749279121818236,-0.22252093395631434
-0.024695071529167324,0.007937688117172733,-0.02409989341991132,0.0,0.43630817202149236,0.6666666666666666,0.670766192378473,-2.4492935982947064e-16,1.0,0.20129852008866006,0.9795299412524945,0.43388373911755823,-0.900968867902419
