low,high,open,close,volume,year,month,day,weekday,days
7093.0,7093.0,7093.0,7100.0,0,2017,3,6,1,17231
7093.0,7093.0,7093.0,7100.0,0,2017,3,7,2,17232
7093.0,7093.0,7093.0,7100.0,0,2017,3,8,3,17233
8420.0,8420.0,8420.0,8400.0,100,2017,3,9,4,17234
8420.0,8420.0,8420.0,8400.0,0,2017,3,10,5,17235
9668.0,9668.0,9668.0,9700.0,100,2017,3,13,1,17238
11071.0,11071.0,11071.0,11100.0,100,2017,3,14,2,17239
12682.0,12682.0,12682.0,12700.0,100,2017,3,15,3,17240
14553.0,14553.0,14553.0,14600.0,500,2017,3,16,4,17241
12994.0,16736.0,16736.0,13200.0,3300,2017,3,17,5,17242
13514.0,15229.0,13514.0,14600.0,3000,2017,3,20,1,17245
15073.0,15073.0,15073.0,15100.0,600,2017,3,21,2,17246
12838.0,12994.0,12838.0,12900.0,600,2017,3,22,3,17247
14034.0,14034.0,14034.0,14000.0,100,2017,3,23,4,17248
14034.0,14034.0,14034.0,14000.0,0,2017,3,24,5,17249
12007.0,12474.0,12474.0,12300.0,700,2017,3,27,1,17252
12339.0,12339.0,12318.0,12300.0,0,2017,3,28,2,17253
12994.0,12994.0,12994.0,13000.0,100,2017,3,29,3,17254
11435.0,12059.0,12059.0,12000.0,1200,2017,3,30,4,17255
11955.0,11955.0,11955.0,12000.0,1090,2017,3,31,5,17256
11955.0,11955.0,11955.0,12000.0,0,2017,4,3,1,17259
10187.0,13514.0,10187.0,11900.0,200,2017,4,4,2,17260
10395.0,10395.0,10395.0,10400.0,600,2017,4,5,3,17261
10395.0,10395.0,10395.0,10400.0,0,2017,4,7,5,17263
10395.0,10395.0,10395.0,10400.0,0,2017,4,10,1,17266
10915.0,10915.0,10915.0,10900.0,100,2017,4,11,2,17267
10915.0,10915.0,10915.0,10900.0,0,2017,4,12,3,17268
10915.0,10915.0,10915.0,10900.0,0,2017,4,13,4,17269
10915.0,10915.0,10915.0,10900.0,0,2017,4,14,5,17270
11903.0,11903.0,11903.0,11900.0,100,2017,4,17,1,17273
11903.0,11903.0,11903.0,11900.0,0,2017,4,18,2,17274
10863.0,10915.0,10915.0,10900.0,600,2017,4,19,3,17275
10905.0,10905.0,10915.0,10900.0,0,2017,4,20,4,17276
