ticker,exchange,filename,length
ENZN,nasdaq,ENZN-NASDAQ.csv,9786
EPAM,nasdaq,EPAM-NASDAQ.csv,2730
EQIX,nasdaq,EQIX-NASDAQ.csv,5620
ERIE,nasdaq,ERIE-NASDAQ.csv,6848
ERII,nasdaq,ERII-NASDAQ.csv,3638
ESCA,nasdaq,ESCA-NASDAQ.csv,10778
ESCR,nasdaq,ESCR-NASDAQ.csv,702
ESEA,nasdaq,ESEA-NASDAQ.csv,4181
ESGR,nasdaq,ESGR-NASDAQ.csv,6470
ESIO,nasdaq,ESIO-NASDAQ.csv,9870
ESLT,nasdaq,ESLT-NASDAQ.csv,6554
ESMC,nasdaq,ESMC-NASDAQ.csv,7619
ESPR,nasdaq,ESPR-NASDAQ.csv,2384
ESRX,nasdaq,ESRX-NASDAQ.csv,7686
ESSA,nasdaq,ESSA-NASDAQ.csv,3952
ETOLF,nasdaq,ETOLF-NASDAQ.csv,3910
EVLV,nasdaq,EVLV-NASDAQ.csv,561
EVOK,nasdaq,EVOK-NASDAQ.csv,2321
EVOL,nasdaq,EVOL-NASDAQ.csv,6188
EWBC,nasdaq,EWBC-NASDAQ.csv,6005
EXAC,nasdaq,EXAC-NASDAQ.csv,6681
EXAS,nasdaq,EXAS-NASDAQ.csv,5501
EXEL,nasdaq,EXEL-NASDAQ.csv,5701
EXLS,nasdaq,EXLS-NASDAQ.csv,4064
EXPD,nasdaq,EXPD-NASDAQ.csv,9632
EXPE,nasdaq,EXPE-NASDAQ.csv,4380
EXPO,nasdaq,EXPO-NASDAQ.csv,8143
EXTR,nasdaq,EXTR-NASDAQ.csv,5960
EZPW,nasdaq,EZPW-NASDAQ.csv,7884
FALC,nasdaq,FALC-NASDAQ.csv,5359
FAM,nasdaq,FAM-NASDAQ.csv,4544
FANG,nasdaq,FANG-NASDAQ.csv,2558
FARM,nasdaq,FARM-NASDAQ.csv,10778
FARO,nasdaq,FARO-NASDAQ.csv,6351
FAST,nasdaq,FAST-NASDAQ.csv,8900
FATE,nasdaq,FATE-NASDAQ.csv,2317
FBIZ,nasdaq,FBIZ-NASDAQ.csv,4302
FBMS,nasdaq,FBMS-NASDAQ.csv,5022
FBP,nasdaq,FBP-NASDAQ.csv,9053
FCAP,nasdaq,FCAP-NASDAQ.csv,6026
FCBC,nasdaq,FCBC-NASDAQ.csv,7222
FCCO,nasdaq,FCCO-NASDAQ.csv,5982
FCEL,nasdaq,FCEL-NASDAQ.csv,7674
FCMGF,nasdaq,FCMGF-NASDAQ.csv,2463
FCNCA,nasdaq,FCNCA-NASDAQ.csv,9109
FCT,nasdaq,FCT-NASDAQ.csv,4670
FDUS,nasdaq,FDUS-NASDAQ.csv,2890
FEI,nasdaq,FEI-NASDAQ.csv,2528
FEIM,nasdaq,FEIM-NASDAQ.csv,10713
FELE,nasdaq,FELE-NASDAQ.csv,10778
FFA,nasdaq,FFA-NASDAQ.csv,4606
FFBC,nasdaq,FFBC-NASDAQ.csv,9825
FFHL,nasdaq,FFHL-NASDAQ.csv,4023
FFIC,nasdaq,FFIC-NASDAQ.csv,6812
FFIN,nasdaq,FFIN-NASDAQ.csv,7332
FFIV,nasdaq,FFIV-NASDAQ.csv,5921
FFKT,nasdaq,FFKT-NASDAQ.csv,9078
FFNM,nasdaq,FFNM-NASDAQ.csv,6589
FFNW,nasdaq,FFNW-NASDAQ.csv,3821
FFWM,nasdaq,FFWM-NASDAQ.csv,2042
FGEN,nasdaq,FGEN-NASDAQ.csv,2033
FIBK,nasdaq,FIBK-NASDAQ.csv,3204
FIF,nasdaq,FIF-NASDAQ.csv,2821
FINL,nasdaq,FINL-NASDAQ.csv,7686
FISI,nasdaq,FISI-NASDAQ.csv,5906
FISV,nasdaq,FISV-NASDAQ.csv,9128
FITB,nasdaq,FITB-NASDAQ.csv,10778
FIVE,nasdaq,FIVE-NASDAQ.csv,2618
FIVN,nasdaq,FIVN-NASDAQ.csv,2189
FIZZ,nasdaq,FIZZ-NASDAQ.csv,7872
FLIC,nasdaq,FLIC-NASDAQ.csv,9054
FLL,nasdaq,FLL-NASDAQ.csv,7385
FLXS,nasdaq,FLXS-NASDAQ.csv,10778
FMI,nasdaq,FMI-NASDAQ.csv,2321
FMNB,nasdaq,FMNB-NASDAQ.csv,6026
FMY,nasdaq,FMY-NASDAQ.csv,4417
FNHC,nasdaq,FNHC-NASDAQ.csv,6065
FNLC,nasdaq,FNLC-NASDAQ.csv,5894
FNRG,nasdaq,FNRG-NASDAQ.csv,2000
FOLD,nasdaq,FOLD-NASDAQ.csv,3913
FONR,nasdaq,FONR-NASDAQ.csv,10368
FORD,nasdaq,FORD-NASDAQ.csv,7067
FORM,nasdaq,FORM-NASDAQ.csv,4911
FORR,nasdaq,FORR-NASDAQ.csv,6554
FORTY,nasdaq,FORTY-NASDAQ.csv,6329
FOSL,nasdaq,FOSL-NASDAQ.csv,7475
FOXF,nasdaq,FOXF-NASDAQ.csv,2354
FRBA,nasdaq,FRBA-NASDAQ.csv,3061
FRBK,nasdaq,FRBK-NASDAQ.csv,8591
FREE,nasdaq,FREE-NASDAQ.csv,904
FRGI,nasdaq,FRGI-NASDAQ.csv,2676
FRME,nasdaq,FRME-NASDAQ.csv,8437
FRPH,nasdaq,FRPH-NASDAQ.csv,9187
FRPT,nasdaq,FRPT-NASDAQ.csv,2038
FRSH,nasdaq,FRSH-NASDAQ.csv,309
FSBW,nasdaq,FSBW-NASDAQ.csv,2625
FSD,nasdaq,FSD-NASDAQ.csv,3074
FSFF,nasdaq,FSFF-NASDAQ.csv,2150
FSFG,nasdaq,FSFG-NASDAQ.csv,3570
FSLR,nasdaq,FSLR-NASDAQ.csv,4044
FSTR,nasdaq,FSTR-NASDAQ.csv,10468
FTEK,nasdaq,FTEK-NASDAQ.csv,7371
FTNT,nasdaq,FTNT-NASDAQ.csv,3289
FULT,nasdaq,FULT-NASDAQ.csv,9396
FUNC,nasdaq,FUNC-NASDAQ.csv,7625
FUND,nasdaq,FUND-NASDAQ.csv,8698
FWP,nasdaq,FWP-NASDAQ.csv,2055
FWRD,nasdaq,FWRD-NASDAQ.csv,7321
GABC,nasdaq,GABC-NASDAQ.csv,7445
GAIA,nasdaq,GAIA-NASDAQ.csv,5818
GAIN,nasdaq,GAIN-NASDAQ.csv,4399
GALE,nasdaq,GALE-NASDAQ.csv,1379
GALT,nasdaq,GALT-NASDAQ.csv,5105
GAME,nasdaq,GAME-NASDAQ.csv,1229
GASS,nasdaq,GASS-NASDAQ.csv,4326
GBCI,nasdaq,GBCI-NASDAQ.csv,9762
GBDC,nasdaq,GBDC-NASDAQ.csv,3189
GBIM,nasdaq,GBIM-NASDAQ.csv,2128
GBLI,nasdaq,GBLI-NASDAQ.csv,4781
GBLX,nasdaq,GBLX-NASDAQ.csv,3674
GBNK,nasdaq,GBNK-NASDAQ.csv,4329
GCBC,nasdaq,GCBC-NASDAQ.csv,5903
GCRIF,nasdaq,GCRIF-NASDAQ.csv,3181
GENC,nasdaq,GENC-NASDAQ.csv,4889
GENE,nasdaq,GENE-NASDAQ.csv,4348
GEOS,nasdaq,GEOS-NASDAQ.csv,6305
GERN,nasdaq,GERN-NASDAQ.csv,6638
GEVO,nasdaq,GEVO-NASDAQ.csv,2981
GGAL,nasdaq,GGAL-NASDAQ.csv,5633
GIFI,nasdaq,GIFI-NASDAQ.csv,6467
GIGM,nasdaq,GIGM-NASDAQ.csv,5741
GILD,nasdaq,GILD-NASDAQ.csv,7782
GILT,nasdaq,GILT-NASDAQ.csv,7484
GK,nasdaq,GK-NASDAQ.csv,365
GLAD,nasdaq,GLAD-NASDAQ.csv,5127
GLBS,nasdaq,GLBS-NASDAQ.csv,3717
GLBZ,nasdaq,GLBZ-NASDAQ.csv,5810
GLDD,nasdaq,GLDD-NASDAQ.csv,4018
GLMD,nasdaq,GLMD-NASDAQ.csv,2205
GLNG,nasdaq,GLNG-NASDAQ.csv,4889
GLPI,nasdaq,GLPI-NASDAQ.csv,2308
GLRI,nasdaq,GLRI-NASDAQ.csv,2566
GLYC,nasdaq,GLYC-NASDAQ.csv,2247
GMAN,nasdaq,GMAN-NASDAQ.csv,954
GNBC,nasdaq,GNBC-NASDAQ.csv,2102
GNCA,nasdaq,GNCA-NASDAQ.csv,2230
GNCMA,nasdaq,GNCMA-NASDAQ.csv,8589
GNCNF,nasdaq,GNCNF-NASDAQ.csv,2070
GNOW,nasdaq,GNOW-NASDAQ.csv,4272
GNTX,nasdaq,GNTX-NASDAQ.csv,10331
GOGO,nasdaq,GOGO-NASDAQ.csv,2387
GOLD,nasdaq,GOLD-NASDAQ.csv,9535
GOOD,nasdaq,GOOD-NASDAQ.csv,4867
GPOR,nasdaq,GPOR-NASDAQ.csv,397
GPRE,nasdaq,GPRE-NASDAQ.csv,4217
GPRO,nasdaq,GPRO-NASDAQ.csv,2132
GPS,nasdaq,GPS-NASDAQ.csv,10778
GRBK,nasdaq,GRBK-NASDAQ.csv,3899
GRFS,nasdaq,GRFS-NASDAQ.csv,2903
GRMN,nasdaq,GRMN-NASDAQ.csv,5537
GROW,nasdaq,GROW-NASDAQ.csv,9487
GRPN,nasdaq,GRPN-NASDAQ.csv,2794
GRSFF,nasdaq,GRSFF-NASDAQ.csv,2570
GSBC,nasdaq,GSBC-NASDAQ.csv,8312
GSIG,nasdaq,GSIG-NASDAQ.csv,610
GSIT,nasdaq,GSIT-NASDAQ.csv,3956
GT,nasdaq,GT-NASDAQ.csv,13356
GTIM,nasdaq,GTIM-NASDAQ.csv,7665
GTLS,nasdaq,GTLS-NASDAQ.csv,4125
GULTU,nasdaq,GULTU-NASDAQ.csv,2400
GURE,nasdaq,GURE-NASDAQ.csv,4063
HA,nasdaq,HA-NASDAQ.csv,6919
HAFC,nasdaq,HAFC-NASDAQ.csv,7224
HAIN,nasdaq,HAIN-NASDAQ.csv,7276
HALL,nasdaq,HALL-NASDAQ.csv,8375
HALO,nasdaq,HALO-NASDAQ.csv,4720
HART,nasdaq,HART-NASDAQ.csv,481
HAS,nasdaq,HAS-NASDAQ.csv,10778
HAWK,nasdaq,HAWK-NASDAQ.csv,2431
HAYN,nasdaq,HAYN-NASDAQ.csv,3962
HBAN,nasdaq,HBAN-NASDAQ.csv,10778
HBCP,nasdaq,HBCP-NASDAQ.csv,3570
HBIO,nasdaq,HBIO-NASDAQ.csv,5470
HBNC,nasdaq,HBNC-NASDAQ.csv,5269
HCKT,nasdaq,HCKT-NASDAQ.csv,6178
HCOM,nasdaq,HCOM-NASDAQ.csv,313
HCSG,nasdaq,HCSG-NASDAQ.csv,9841
HDNG,nasdaq,HDNG-NASDAQ.csv,6937
HDP,nasdaq,HDP-NASDAQ.csv,2014
HDSN,nasdaq,HDSN-NASDAQ.csv,7079
HEAR,nasdaq,HEAR-NASDAQ.csv,3040
HEES,nasdaq,HEES-NASDAQ.csv,4247
HELE,nasdaq,HELE-NASDAQ.csv,11710
HERO,nasdaq,HERO-NASDAQ.csv,785
HES,nasdaq,HES-NASDAQ.csv,10778
HFBL,nasdaq,HFBL-NASDAQ.csv,3899
HFWA,nasdaq,HFWA-NASDAQ.csv,6192
HIBB,nasdaq,HIBB-NASDAQ.csv,6587
HIFS,nasdaq,HIFS-NASDAQ.csv,8566
HIHO,nasdaq,HIHO-NASDAQ.csv,6545
HIMX,nasdaq,HIMX-NASDAQ.csv,4205
HLIT,nasdaq,HLIT-NASDAQ.csv,6939
HMNF,nasdaq,HMNF-NASDAQ.csv,7165
HMNY,nasdaq,HMNY-NASDAQ.csv,6379
HMST,nasdaq,HMST-NASDAQ.csv,2728
HNNA,nasdaq,HNNA-NASDAQ.csv,4473
HNRDF,nasdaq,HNRDF-NASDAQ.csv,3246
HNRG,nasdaq,HNRG-NASDAQ.csv,7224
HOFT,nasdaq,HOFT-NASDAQ.csv,5152
HOLI,nasdaq,HOLI-NASDAQ.csv,4351
HOLX,nasdaq,HOLX-NASDAQ.csv,8261
HOV,nasdaq,HOV-NASDAQ.csv,9899
HQCL,nasdaq,HQCL-NASDAQ.csv,4022
HQY,nasdaq,HQY-NASDAQ.csv,2108
HRTX,nasdaq,HRTX-NASDAQ.csv,8896
HRZN,nasdaq,HRZN-NASDAQ.csv,3051
HSIC,nasdaq,HSIC-NASDAQ.csv,6824
HSII,nasdaq,HSII-NASDAQ.csv,5948
HSKA,nasdaq,HSKA-NASDAQ.csv,6406
HSON,nasdaq,HSON-NASDAQ.csv,4971
HSTM,nasdaq,HSTM-NASDAQ.csv,5705
HTBI,nasdaq,HTBI-NASDAQ.csv,2624
HTBK,nasdaq,HTBK-NASDAQ.csv,6142
HTHT,nasdaq,HTHT-NASDAQ.csv,3202
HTLD,nasdaq,HTLD-NASDAQ.csv,9099
HTLF,nasdaq,HTLF-NASDAQ.csv,6026
HUBG,nasdaq,HUBG-NASDAQ.csv,6735
HURC,nasdaq,HURC-NASDAQ.csv,10664
HURN,nasdaq,HURN-NASDAQ.csv,4574
HWBK,nasdaq,HWBK-NASDAQ.csv,5890
HWKN,nasdaq,HWKN-NASDAQ.csv,10777
IAC,nasdaq,IAC-NASDAQ.csv,7531
IART,nasdaq,IART-NASDAQ.csv,6880
IBCP,nasdaq,IBCP-NASDAQ.csv,9395
IBKR,nasdaq,IBKR-NASDAQ.csv,3931
IBOC,nasdaq,IBOC-NASDAQ.csv,6870
IBTX,nasdaq,IBTX-NASDAQ.csv,2442
ICCC,nasdaq,ICCC-NASDAQ.csv,8975
ICFI,nasdaq,ICFI-NASDAQ.csv,4080
ICLD,nasdaq,ICLD-NASDAQ.csv,3999
ICPT,nasdaq,ICPT-NASDAQ.csv,2559
ICUI,nasdaq,ICUI-NASDAQ.csv,7734
IDCC,nasdaq,IDCC-NASDAQ.csv,10358
IDRA,nasdaq,IDRA-NASDAQ.csv,6768
IDXX,nasdaq,IDXX-NASDAQ.csv,7930
IEP,nasdaq,IEP-NASDAQ.csv,8920
IGLD,nasdaq,IGLD-NASDAQ.csv,449
IHD,nasdaq,IHD-NASDAQ.csv,2927
III,nasdaq,III-NASDAQ.csv,3988
IIIN,nasdaq,IIIN-NASDAQ.csv,7744
ILMN,nasdaq,ILMN-NASDAQ.csv,5630
IMGN,nasdaq,IMGN-NASDAQ.csv,8331
IMIAY,nasdaq,IMIAY-NASDAQ.csv,2468
IMKTA,nasdaq,IMKTA-NASDAQ.csv,8878
IMMR,nasdaq,IMMR-NASDAQ.csv,5808
IMOS,nasdaq,IMOS-NASDAQ.csv,4896
INBK,nasdaq,INBK-NASDAQ.csv,4202
INCR,nasdaq,INCR-NASDAQ.csv,978
INCY,nasdaq,INCY-NASDAQ.csv,7329
INDB,nasdaq,INDB-NASDAQ.csv,9221
INFA,nasdaq,INFA-NASDAQ.csv,284
INFI,nasdaq,INFI-NASDAQ.csv,5630
INFN,nasdaq,INFN-NASDAQ.csv,3908
INGN,nasdaq,INGN-NASDAQ.csv,2223
INO,nasdaq,INO-NASDAQ.csv,6043
INOD,nasdaq,INOD-NASDAQ.csv,7390
INTC,nasdaq,INTC-NASDAQ.csv,10778
INTG,nasdaq,INTG-NASDAQ.csv,10778
INTL,nasdaq,INTL-NASDAQ.csv,7
INTU,nasdaq,INTU-NASDAQ.csv,7494
INTX,nasdaq,INTX-NASDAQ.csv,4688
INVE,nasdaq,INVE-NASDAQ.csv,6338
IOSP,nasdaq,IOSP-NASDAQ.csv,6188
IPAR,nasdaq,IPAR-NASDAQ.csv,8784
IPAS,nasdaq,IPAS-NASDAQ.csv,4882
IPCC,nasdaq,IPCC-NASDAQ.csv,4994
IPDN,nasdaq,IPDN-NASDAQ.csv,2463
IPGP,nasdaq,IPGP-NASDAQ.csv,4027
IPWR,nasdaq,IPWR-NASDAQ.csv,2279
IPXL,nasdaq,IPXL-NASDAQ.csv,6793
IRBT,nasdaq,IRBT-NASDAQ.csv,4302
IRDM,nasdaq,IRDM-NASDAQ.csv,3710
IRIX,nasdaq,IRIX-NASDAQ.csv,6752
IRMD,nasdaq,IRMD-NASDAQ.csv,2119
IROQ,nasdaq,IROQ-NASDAQ.csv,2878
IRWD,nasdaq,IRWD-NASDAQ.csv,3238
ISBC,nasdaq,ISBC-NASDAQ.csv,4321
ISIG,nasdaq,ISIG-NASDAQ.csv,7928
ISRG,nasdaq,ISRG-NASDAQ.csv,5659
ISSC,nasdaq,ISSC-NASDAQ.csv,5625
ISTR,nasdaq,ISTR-NASDAQ.csv,2129
ITI,nasdaq,ITI-NASDAQ.csv,7288
ITIC,nasdaq,ITIC-NASDAQ.csv,9080
ITRI,nasdaq,ITRI-NASDAQ.csv,7328
ITRN,nasdaq,ITRN-NASDAQ.csv,4332
ITSXF,nasdaq,ITSXF-NASDAQ.csv,2734
IUSPF,nasdaq,IUSPF-NASDAQ.csv,2941
IUTCF,nasdaq,IUTCF-NASDAQ.csv,2596
IUTSF,nasdaq,IUTSF-NASDAQ.csv,3436
IVAC,nasdaq,IVAC-NASDAQ.csv,6812
JACK,nasdaq,JACK-NASDAQ.csv,7752
JAKK,nasdaq,JAKK-NASDAQ.csv,6700
JBHT,nasdaq,JBHT-NASDAQ.csv,9845
JBLU,nasdaq,JBLU-NASDAQ.csv,5205
JBSS,nasdaq,JBSS-NASDAQ.csv,7815
JD,nasdaq,JD-NASDAQ.csv,2156
JJSF,nasdaq,JJSF-NASDAQ.csv,9290
JKHY,nasdaq,JKHY-NASDAQ.csv,9341
JMBA,nasdaq,JMBA-NASDAQ.csv,4375
JOUT,nasdaq,JOUT-NASDAQ.csv,8865
JPM-PC,nasdaq,JPM-PC-NASDAQ.csv,983
JRVR,nasdaq,JRVR-NASDAQ.csv,2014
JSD,nasdaq,JSD-NASDAQ.csv,2907
JTPY,nasdaq,JTPY-NASDAQ.csv,2855
JUNO,nasdaq,JUNO-NASDAQ.csv,2009
JVA,nasdaq,JVA-NASDAQ.csv,4435
JXSB,nasdaq,JXSB-NASDAQ.csv,4610
JYNT,nasdaq,JYNT-NASDAQ.csv,2036
KALU,nasdaq,KALU-NASDAQ.csv,4138
KANG,nasdaq,KANG-NASDAQ.csv,2186
KBAL,nasdaq,KBAL-NASDAQ.csv,10778
KCLI,nasdaq,KCLI-NASDAQ.csv,10489
KE,nasdaq,KE-NASDAQ.csv,2042
KELYA,nasdaq,KELYA-NASDAQ.csv,10778
KEQU,nasdaq,KEQU-NASDAQ.csv,10778
KERX,nasdaq,KERX-NASDAQ.csv,5630
KEYW,nasdaq,KEYW-NASDAQ.csv,3071
KFFB,nasdaq,KFFB-NASDAQ.csv,4477
KFRC,nasdaq,KFRC-NASDAQ.csv,6881
KGJI,nasdaq,KGJI-NASDAQ.csv,5688
KINS,nasdaq,KINS-NASDAQ.csv,5821
KIRK,nasdaq,KIRK-NASDAQ.csv,5130
KLIC,nasdaq,KLIC-NASDAQ.csv,12564
KLXI,nasdaq,KLXI-NASDAQ.csv,2021
KMDA,nasdaq,KMDA-NASDAQ.csv,2402
KNDI,nasdaq,KNDI-NASDAQ.csv,3847
KOPN,nasdaq,KOPN-NASDAQ.csv,7723
KOSS,nasdaq,KOSS-NASDAQ.csv,10778
KPTI,nasdaq,KPTI-NASDAQ.csv,2291
KRNY,nasdaq,KRNY-NASDAQ.csv,4482
KTCC,nasdaq,KTCC-NASDAQ.csv,9952
KTEC,nasdaq,KTEC-NASDAQ.csv,382
KTOS,nasdaq,KTOS-NASDAQ.csv,5813
KTWO,nasdaq,KTWO-NASDAQ.csv,2166
KVHI,nasdaq,KVHI-NASDAQ.csv,6721
LAKE,nasdaq,LAKE-NASDAQ.csv,9140
LAMR,nasdaq,LAMR-NASDAQ.csv,6636
LANC,nasdaq,LANC-NASDAQ.csv,10778
LAND,nasdaq,LAND-NASDAQ.csv,2487
LARK,nasdaq,LARK-NASDAQ.csv,7230
LAYN,nasdaq,LAYN-NASDAQ.csv,7635
LBAI,nasdaq,LBAI-NASDAQ.csv,6026
LBRDA,nasdaq,LBRDA-NASDAQ.csv,2041
LBTYA,nasdaq,LBTYA-NASDAQ.csv,4665
LCUT,nasdaq,LCUT-NASDAQ.csv,7942
LE,nasdaq,LE-NASDAQ.csv,2200
LECO,nasdaq,LECO-NASDAQ.csv,7223
LEDS,nasdaq,LEDS-NASDAQ.csv,3023
LFUS,nasdaq,LFUS-NASDAQ.csv,7613
LFVN,nasdaq,LFVN-NASDAQ.csv,7223
LGCY,nasdaq,LGCY-NASDAQ.csv,868
LGIH,nasdaq,LGIH-NASDAQ.csv,2290
LGND,nasdaq,LGND-NASDAQ.csv,7572
LILA,nasdaq,LILA-NASDAQ.csv,1876
LIME,nasdaq,LIME-NASDAQ.csv,6123
LINC,nasdaq,LINC-NASDAQ.csv,4399
LION,nasdaq,LION-NASDAQ.csv,254
LKFN,nasdaq,LKFN-NASDAQ.csv,6375
LKQ,nasdaq,LKQ-NASDAQ.csv,4831
LMAT,nasdaq,LMAT-NASDAQ.csv,4065
LMDCF,nasdaq,LMDCF-NASDAQ.csv,4756
LMNR,nasdaq,LMNR-NASDAQ.csv,4830
LNDC,nasdaq,LNDC-NASDAQ.csv,6752
LOAN,nasdaq,LOAN-NASDAQ.csv,5936
LOCM,nasdaq,LOCM-NASDAQ.csv,4569
LOCO,nasdaq,LOCO-NASDAQ.csv,2112
LOGI,nasdaq,LOGI-NASDAQ.csv,6472
LOPE,nasdaq,LOPE-NASDAQ.csv,3539
LPCN,nasdaq,LPCN-NASDAQ.csv,2302
LPLA,nasdaq,LPLA-NASDAQ.csv,3037
LPNT,nasdaq,LPNT-NASDAQ.csv,5940
LPSN,nasdaq,LPSN-NASDAQ.csv,5707
LPTH,nasdaq,LPTH-NASDAQ.csv,6749
LQDT,nasdaq,LQDT-NASDAQ.csv,4229
LRCX,nasdaq,LRCX-NASDAQ.csv,9732
LSBK,nasdaq,LSBK-NASDAQ.csv,4202
LSCC,nasdaq,LSCC-NASDAQ.csv,8337
LSTR,nasdaq,LSTR-NASDAQ.csv,7499
LTBR,nasdaq,LTBR-NASDAQ.csv,4518
LTRE,nasdaq,LTRE-NASDAQ.csv,6801
LTRPA,nasdaq,LTRPA-NASDAQ.csv,2089
LTRX,nasdaq,LTRX-NASDAQ.csv,5625
LULU,nasdaq,LULU-NASDAQ.csv,3873
LUNA,nasdaq,LUNA-NASDAQ.csv,4161
LVWD,nasdaq,LVWD-NASDAQ.csv,3922
LWAY,nasdaq,LWAY-NASDAQ.csv,8556
LXRX,nasdaq,LXRX-NASDAQ.csv,5707
LYTS,nasdaq,LYTS-NASDAQ.csv,9517
MA,nasdaq,MA-NASDAQ.csv,4167
MACK,nasdaq,MACK-NASDAQ.csv,2695
MANH,nasdaq,MANH-NASDAQ.csv,6202
MAR,nasdaq,MAR-NASDAQ.csv,6224
MARA,nasdaq,MARA-NASDAQ.csv,2670
MARPS,nasdaq,MARPS-NASDAQ.csv,10778
MASI,nasdaq,MASI-NASDAQ.csv,3865
MAT,nasdaq,MAT-NASDAQ.csv,11724
MATR,nasdaq,MATR-NASDAQ.csv,5747
MATW,nasdaq,MATW-NASDAQ.csv,7152
MAYS,nasdaq,MAYS-NASDAQ.csv,9577
MBCN,nasdaq,MBCN-NASDAQ.csv,4984
MBUU,nasdaq,MBUU-NASDAQ.csv,2233
MBWM,nasdaq,MBWM-NASDAQ.csv,5890
MCBC,nasdaq,MCBC-NASDAQ.csv,6183
MCBK,nasdaq,MCBK-NASDAQ.csv,2563
MCCK,nasdaq,MCCK-NASDAQ.csv,3745
MCFUF,nasdaq,MCFUF-NASDAQ.csv,3181
MCHP,nasdaq,MCHP-NASDAQ.csv,7489
MCHX,nasdaq,MCHX-NASDAQ.csv,4709
MCOA,nasdaq,MCOA-NASDAQ.csv,2477
MCRI,nasdaq,MCRI-NASDAQ.csv,7392
MDLZ,nasdaq,MDLZ-NASDAQ.csv,5410
MDRX,nasdaq,MDRX-NASDAQ.csv,5886
MDWD,nasdaq,MDWD-NASDAQ.csv,2200
MDXG,nasdaq,MDXG-NASDAQ.csv,3736
MEIL,nasdaq,MEIL-NASDAQ.csv,2530
MEIP,nasdaq,MEIP-NASDAQ.csv,4779
MELI,nasdaq,MELI-NASDAQ.csv,3863
MEOH,nasdaq,MEOH-NASDAQ.csv,7700
MERC,nasdaq,MERC-NASDAQ.csv,8669
MET,nasdaq,MET-NASDAQ.csv,5709
MGEE,nasdaq,MGEE-NASDAQ.csv,10778
MGI,nasdaq,MGI-NASDAQ.csv,4617
MGIC,nasdaq,MGIC-NASDAQ.csv,7881
MGNX,nasdaq,MGNX-NASDAQ.csv,2310
MGPI,nasdaq,MGPI-NASDAQ.csv,8603
MGRC,nasdaq,MGRC-NASDAQ.csv,9598
MGYR,nasdaq,MGYR-NASDAQ.csv,4252
MHLD,nasdaq,MHLD-NASDAQ.csv,3678
MICT,nasdaq,MICT-NASDAQ.csv,2555
MIDD,nasdaq,MIDD-NASDAQ.csv,8908
MIND,nasdaq,MIND-NASDAQ.csv,7046
MITK,nasdaq,MITK-NASDAQ.csv,8554
MITL,nasdaq,MITL-NASDAQ.csv,3184
MKSI,nasdaq,MKSI-NASDAQ.csv,5967
MKTX,nasdaq,MKTX-NASDAQ.csv,4557
MLAB,nasdaq,MLAB-NASDAQ.csv,9778
MLNK,nasdaq,MLNK-NASDAQ.csv,348
MLVF,nasdaq,MLVF-NASDAQ.csv,3667
MMLP,nasdaq,MMLP-NASDAQ.csv,5063
MMS,nasdaq,MMS-NASDAQ.csv,6418
MMSI,nasdaq,MMSI-NASDAQ.csv,8210
MMU,nasdaq,MMU-NASDAQ.csv,7659
MMYT,nasdaq,MMYT-NASDAQ.csv,3106
MNDO,nasdaq,MNDO-NASDAQ.csv,5623
MNKD,nasdaq,MNKD-NASDAQ.csv,4628
MNOV,nasdaq,MNOV-NASDAQ.csv,4030
MNRO,nasdaq,MNRO-NASDAQ.csv,7904
MNST,nasdaq,MNST-NASDAQ.csv,9329
MNTX,nasdaq,MNTX-NASDAQ.csv,4488
MOBL,nasdaq,MOBL-NASDAQ.csv,2141
MOFG,nasdaq,MOFG-NASDAQ.csv,3746
MOG-A,nasdaq,MOG-A-NASDAQ.csv,10727
MOMO,nasdaq,MOMO-NASDAQ.csv,2015
MORN,nasdaq,MORN-NASDAQ.csv,4435
MPAA,nasdaq,MPAA-NASDAQ.csv,7233
MPB,nasdaq,MPB-NASDAQ.csv,6297
MPWR,nasdaq,MPWR-NASDAQ.csv,4547
MRCC,nasdaq,MRCC-NASDAQ.csv,2549
MRCY,nasdaq,MRCY-NASDAQ.csv,6259
MRNS,nasdaq,MRNS-NASDAQ.csv,2108
MRTN,nasdaq,MRTN-NASDAQ.csv,9128
MRTX,nasdaq,MRTX-NASDAQ.csv,2372
MRVL,nasdaq,MRVL-NASDAQ.csv,5649
MSCC,nasdaq,MSCC-NASDAQ.csv,10518
MSEX,nasdaq,MSEX-NASDAQ.csv,12564
MSFG,nasdaq,MSFG-NASDAQ.csv,7792
MSFT,nasdaq,MSFT-NASDAQ.csv,9264
MSTR,nasdaq,MSTR-NASDAQ.csv,6168
MTBC,nasdaq,MTBC-NASDAQ.csv,2114
MTEX,nasdaq,MTEX-NASDAQ.csv,5997
MTLS,nasdaq,MTLS-NASDAQ.csv,2133
MTRX,nasdaq,MTRX-NASDAQ.csv,8116
MU,nasdaq,MU-NASDAQ.csv,9713
MVIS,nasdaq,MVIS-NASDAQ.csv,6619
MYGN,nasdaq,MYGN-NASDAQ.csv,6844
MYRG,nasdaq,MYRG-NASDAQ.csv,3609
MZOR,nasdaq,MZOR-NASDAQ.csv,2405
NAII,nasdaq,NAII-NASDAQ.csv,7334
NATH,nasdaq,NATH-NASDAQ.csv,7504
NATI,nasdaq,NATI-NASDAQ.csv,6988
NATR,nasdaq,NATR-NASDAQ.csv,3391
